Model: InDuDoNetPlus - Image Quality Evaluation by Metal Size
Date: 2025-05-12 15:39:11
Results Base Directory: /home/mcosta/PycharmProjects/InDuDoNet_plus/results/deeplesion
Structure: Nested (GT: Xgt, ModelOut: X)
Forced HU eval for image files: True
HU eval range used: [-1000, 3000]
Total files iterated: 2000
Total files with metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.18 ± 3.84         0.9760 ± 0.0066                 N/A                   N/A
Large-Med   ({688, 1329}px)     400       38.35 ± 3.75         0.9849 ± 0.0041                 N/A                   N/A
Medium      ({182, 371}px)      400       43.64 ± 3.13         0.9911 ± 0.0021                 N/A                   N/A
Med-Small   ({171, 180}px)      400       46.19 ± 2.44         0.9929 ± 0.0020                 N/A                   N/A
Small       ({54, 84}px)        400       46.33 ± 1.84         0.9932 ± 0.0013                 N/A                   N/A
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all successfully processed files) ---
PSNR(img): 41.94 ± 5.42 (from 2000 images)
SSIM(img): 0.9876 ± 0.0076
PSNR(hu): N/A (no valid HU data processed)
SSIM(hu): N/A (no valid HU data processed)

--- Individual File Metrics Log ---
Identifier                     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
img_154/mask_05.png                  4       171      G2       46.47      0.9933         nan         nan
img_154/mask_06.png                  5        54      G1       46.31      0.9930         nan         nan
img_154/mask_07.png                  6      1329      G4       33.47      0.9809         nan         nan
img_154/mask_08.png                  7      3119      G5       29.77      0.9643         nan         nan
img_154/mask_09.png                  8       182      G3       44.07      0.9905         nan         nan
img_154/mask_10.png                  9       180      G2       44.50      0.9907         nan         nan
img_155/mask_01.png                  0       371      G3       42.59      0.9917         nan         nan
img_155/mask_02.png                  1      1338      G5       37.76      0.9832         nan         nan
img_155/mask_03.png                  2       688      G4       40.44      0.9881         nan         nan
img_155/mask_04.png                  3        84      G1       45.03      0.9933         nan         nan
img_155/mask_05.png                  4       171      G2       43.35      0.9938         nan         nan
img_155/mask_06.png                  5        54      G1       47.66      0.9951         nan         nan
img_155/mask_07.png                  6      1329      G4       36.56      0.9846         nan         nan
img_155/mask_08.png                  7      3119      G5       35.49      0.9765         nan         nan
img_155/mask_09.png                  8       182      G3       45.16      0.9933         nan         nan
img_155/mask_10.png                  9       180      G2       43.64      0.9918         nan         nan
img_156/mask_01.png                  0       371      G3       40.05      0.9874         nan         nan
img_156/mask_02.png                  1      1338      G5       36.50      0.9748         nan         nan
img_156/mask_03.png                  2       688      G4       39.55      0.9820         nan         nan
img_156/mask_04.png                  3        84      G1       44.12      0.9922         nan         nan
img_156/mask_05.png                  4       171      G2       40.42      0.9909         nan         nan
img_156/mask_06.png                  5        54      G1       43.60      0.9931         nan         nan
img_156/mask_07.png                  6      1329      G4       33.95      0.9793         nan         nan
img_156/mask_08.png                  7      3119      G5       30.19      0.9636         nan         nan
img_156/mask_09.png                  8       182      G3       42.59      0.9909         nan         nan
img_156/mask_10.png                  9       180      G2       42.31      0.9896         nan         nan
img_157/mask_01.png                  0       371      G3       39.91      0.9851         nan         nan
img_157/mask_02.png                  1      1338      G5       32.48      0.9658         nan         nan
img_157/mask_03.png                  2       688      G4       38.96      0.9788         nan         nan
img_157/mask_04.png                  3        84      G1       43.34      0.9883         nan         nan
img_157/mask_05.png                  4       171      G2       42.49      0.9892         nan         nan
img_157/mask_06.png                  5        54      G1       45.21      0.9907         nan         nan
img_157/mask_07.png                  6      1329      G4       31.67      0.9767         nan         nan
img_157/mask_08.png                  7      3119      G5       28.20      0.9567         nan         nan
img_157/mask_09.png                  8       182      G3       43.70      0.9884         nan         nan
img_157/mask_10.png                  9       180      G2       43.65      0.9884         nan         nan
img_158/mask_01.png                  0       371      G3       37.27      0.9895         nan         nan
img_158/mask_02.png                  1      1338      G5       29.21      0.9707         nan         nan
img_158/mask_03.png                  2       688      G4       30.72      0.9769         nan         nan
img_158/mask_04.png                  3        84      G1       45.93      0.9937         nan         nan
img_158/mask_05.png                  4       171      G2       45.87      0.9945         nan         nan
img_158/mask_06.png                  5        54      G1       47.62      0.9950         nan         nan
img_158/mask_07.png                  6      1329      G4       32.22      0.9816         nan         nan
img_158/mask_08.png                  7      3119      G5       29.26      0.9657         nan         nan
img_158/mask_09.png                  8       182      G3       46.09      0.9932         nan         nan
img_158/mask_10.png                  9       180      G2       46.54      0.9933         nan         nan
img_159/mask_01.png                  0       371      G3       47.57      0.9952         nan         nan
img_159/mask_02.png                  1      1338      G5       28.14      0.9745         nan         nan
img_159/mask_03.png                  2       688      G4       41.27      0.9894         nan         nan
img_159/mask_04.png                  3        84      G1       47.41      0.9950         nan         nan
img_159/mask_05.png                  4       171      G2       51.02      0.9964         nan         nan
img_159/mask_06.png                  5        54      G1       48.11      0.9960         nan         nan
img_159/mask_07.png                  6      1329      G4       40.89      0.9904         nan         nan
img_159/mask_08.png                  7      3119      G5       37.99      0.9824         nan         nan
img_159/mask_09.png                  8       182      G3       46.16      0.9945         nan         nan
img_159/mask_10.png                  9       180      G2       47.54      0.9950         nan         nan
img_160/mask_01.png                  0       371      G3       45.79      0.9940         nan         nan
img_160/mask_02.png                  1      1338      G5       29.74      0.9769         nan         nan
img_160/mask_03.png                  2       688      G4       33.44      0.9832         nan         nan
img_160/mask_04.png                  3        84      G1       50.58      0.9958         nan         nan
img_160/mask_05.png                  4       171      G2       47.11      0.9962         nan         nan
img_160/mask_06.png                  5        54      G1       48.04      0.9955         nan         nan
img_160/mask_07.png                  6      1329      G4       37.84      0.9878         nan         nan
img_160/mask_08.png                  7      3119      G5       35.86      0.9802         nan         nan
img_160/mask_09.png                  8       182      G3       47.70      0.9946         nan         nan
img_160/mask_10.png                  9       180      G2       49.12      0.9952         nan         nan
img_161/mask_01.png                  0       371      G3       43.75      0.9935         nan         nan
img_161/mask_02.png                  1      1338      G5       31.79      0.9799         nan         nan
img_161/mask_03.png                  2       688      G4       36.84      0.9857         nan         nan
img_161/mask_04.png                  3        84      G1       49.13      0.9957         nan         nan
img_161/mask_05.png                  4       171      G2       50.76      0.9963         nan         nan
img_161/mask_06.png                  5        54      G1       49.30      0.9958         nan         nan
img_161/mask_07.png                  6      1329      G4       40.74      0.9902         nan         nan
img_161/mask_08.png                  7      3119      G5       38.34      0.9809         nan         nan
img_161/mask_09.png                  8       182      G3       47.11      0.9946         nan         nan
img_161/mask_10.png                  9       180      G2       48.18      0.9952         nan         nan
img_162/mask_01.png                  0       371      G3       45.53      0.9952         nan         nan
img_162/mask_02.png                  1      1338      G5       29.62      0.9783         nan         nan
img_162/mask_03.png                  2       688      G4       42.72      0.9897         nan         nan
img_162/mask_04.png                  3        84      G1       50.85      0.9960         nan         nan
img_162/mask_05.png                  4       171      G2       49.67      0.9965         nan         nan
img_162/mask_06.png                  5        54      G1       46.65      0.9957         nan         nan
img_162/mask_07.png                  6      1329      G4       42.57      0.9895         nan         nan
img_162/mask_08.png                  7      3119      G5       39.36      0.9805         nan         nan
img_162/mask_09.png                  8       182      G3       47.99      0.9946         nan         nan
img_162/mask_10.png                  9       180      G2       48.74      0.9950         nan         nan
img_163/mask_01.png                  0       371      G3       45.83      0.9935         nan         nan
img_163/mask_02.png                  1      1338      G5       27.73      0.9710         nan         nan
img_163/mask_03.png                  2       688      G4       29.60      0.9775         nan         nan
img_163/mask_04.png                  3        84      G1       49.30      0.9947         nan         nan
img_163/mask_05.png                  4       171      G2       47.95      0.9952         nan         nan
img_163/mask_06.png                  5        54      G1       48.54      0.9948         nan         nan
img_163/mask_07.png                  6      1329      G4       42.32      0.9900         nan         nan
img_163/mask_08.png                  7      3119      G5       39.22      0.9794         nan         nan
img_163/mask_09.png                  8       182      G3       47.71      0.9934         nan         nan
img_163/mask_10.png                  9       180      G2       47.63      0.9940         nan         nan
img_164/mask_01.png                  0       371      G3       44.61      0.9907         nan         nan
img_164/mask_02.png                  1      1338      G5       37.85      0.9805         nan         nan
img_164/mask_03.png                  2       688      G4       41.70      0.9861         nan         nan
img_164/mask_04.png                  3        84      G1       48.70      0.9940         nan         nan
img_164/mask_05.png                  4       171      G2       49.59      0.9953         nan         nan
img_164/mask_06.png                  5        54      G1       48.89      0.9950         nan         nan
img_164/mask_07.png                  6      1329      G4       37.39      0.9832         nan         nan
img_164/mask_08.png                  7      3119      G5       35.99      0.9740         nan         nan
img_164/mask_09.png                  8       182      G3       45.49      0.9915         nan         nan
img_164/mask_10.png                  9       180      G2       45.74      0.9918         nan         nan
img_165/mask_01.png                  0       371      G3       43.98      0.9919         nan         nan
img_165/mask_02.png                  1      1338      G5       36.64      0.9804         nan         nan
img_165/mask_03.png                  2       688      G4       40.59      0.9864         nan         nan
img_165/mask_04.png                  3        84      G1       48.46      0.9938         nan         nan
img_165/mask_05.png                  4       171      G2       50.50      0.9951         nan         nan
img_165/mask_06.png                  5        54      G1       48.51      0.9944         nan         nan
img_165/mask_07.png                  6      1329      G4       34.53      0.9838         nan         nan
img_165/mask_08.png                  7      3119      G5       31.64      0.9747         nan         nan
img_165/mask_09.png                  8       182      G3       47.25      0.9933         nan         nan
img_165/mask_10.png                  9       180      G2       47.14      0.9923         nan         nan
img_166/mask_01.png                  0       371      G3       45.30      0.9924         nan         nan
img_166/mask_02.png                  1      1338      G5       37.77      0.9814         nan         nan
img_166/mask_03.png                  2       688      G4       40.05      0.9864         nan         nan
img_166/mask_04.png                  3        84      G1       48.96      0.9936         nan         nan
img_166/mask_05.png                  4       171      G2       50.63      0.9949         nan         nan
img_166/mask_06.png                  5        54      G1       48.67      0.9941         nan         nan
img_166/mask_07.png                  6      1329      G4       36.07      0.9848         nan         nan
img_166/mask_08.png                  7      3119      G5       35.11      0.9781         nan         nan
img_166/mask_09.png                  8       182      G3       47.69      0.9926         nan         nan
img_166/mask_10.png                  9       180      G2       48.62      0.9927         nan         nan
img_167/mask_01.png                  0       371      G3       33.51      0.9859         nan         nan
img_167/mask_02.png                  1      1338      G5       30.89      0.9724         nan         nan
img_167/mask_03.png                  2       688      G4       33.91      0.9819         nan         nan
img_167/mask_04.png                  3        84      G1       47.02      0.9932         nan         nan
img_167/mask_05.png                  4       171      G2       48.40      0.9943         nan         nan
img_167/mask_06.png                  5        54      G1       47.10      0.9943         nan         nan
img_167/mask_07.png                  6      1329      G4       33.57      0.9829         nan         nan
img_167/mask_08.png                  7      3119      G5       29.96      0.9674         nan         nan
img_167/mask_09.png                  8       182      G3       46.02      0.9926         nan         nan
img_167/mask_10.png                  9       180      G2       46.23      0.9925         nan         nan
img_168/mask_01.png                  0       371      G3       41.29      0.9909         nan         nan
img_168/mask_02.png                  1      1338      G5       35.66      0.9793         nan         nan
img_168/mask_03.png                  2       688      G4       38.66      0.9855         nan         nan
img_168/mask_04.png                  3        84      G1       46.84      0.9935         nan         nan
img_168/mask_05.png                  4       171      G2       46.94      0.9948         nan         nan
img_168/mask_06.png                  5        54      G1       46.81      0.9942         nan         nan
img_168/mask_07.png                  6      1329      G4       34.51      0.9832         nan         nan
img_168/mask_08.png                  7      3119      G5       31.84      0.9729         nan         nan
img_168/mask_09.png                  8       182      G3       45.75      0.9928         nan         nan
img_168/mask_10.png                  9       180      G2       45.00      0.9916         nan         nan
img_169/mask_01.png                  0       371      G3       41.26      0.9901         nan         nan
img_169/mask_02.png                  1      1338      G5       33.99      0.9773         nan         nan
img_169/mask_03.png                  2       688      G4       38.57      0.9848         nan         nan
img_169/mask_04.png                  3        84      G1       47.19      0.9932         nan         nan
img_169/mask_05.png                  4       171      G2       48.75      0.9948         nan         nan
img_169/mask_06.png                  5        54      G1       47.44      0.9941         nan         nan
img_169/mask_07.png                  6      1329      G4       33.38      0.9822         nan         nan
img_169/mask_08.png                  7      3119      G5       31.09      0.9709         nan         nan
img_169/mask_09.png                  8       182      G3       45.49      0.9921         nan         nan
img_169/mask_10.png                  9       180      G2       46.05      0.9918         nan         nan
img_170/mask_01.png                  0       371      G3       39.01      0.9888         nan         nan
img_170/mask_02.png                  1      1338      G5       33.34      0.9747         nan         nan
img_170/mask_03.png                  2       688      G4       31.35      0.9786         nan         nan
img_170/mask_04.png                  3        84      G1       45.67      0.9926         nan         nan
img_170/mask_05.png                  4       171      G2       46.78      0.9944         nan         nan
img_170/mask_06.png                  5        54      G1       46.13      0.9944         nan         nan
img_170/mask_07.png                  6      1329      G4       33.15      0.9814         nan         nan
img_170/mask_08.png                  7      3119      G5       30.11      0.9657         nan         nan
img_170/mask_09.png                  8       182      G3       44.70      0.9922         nan         nan
img_170/mask_10.png                  9       180      G2       44.71      0.9923         nan         nan
img_171/mask_01.png                  0       371      G3       41.85      0.9916         nan         nan
img_171/mask_02.png                  1      1338      G5       39.81      0.9861         nan         nan
img_171/mask_03.png                  2       688      G4       42.96      0.9900         nan         nan
img_171/mask_04.png                  3        84      G1       45.46      0.9938         nan         nan
img_171/mask_05.png                  4       171      G2       47.03      0.9949         nan         nan
img_171/mask_06.png                  5        54      G1       46.25      0.9937         nan         nan
img_171/mask_07.png                  6      1329      G4       40.54      0.9907         nan         nan
img_171/mask_08.png                  7      3119      G5       38.11      0.9829         nan         nan
img_171/mask_09.png                  8       182      G3       44.70      0.9926         nan         nan
img_171/mask_10.png                  9       180      G2       48.82      0.9938         nan         nan
img_172/mask_01.png                  0       371      G3       36.52      0.9911         nan         nan
img_172/mask_02.png                  1      1338      G5       40.33      0.9852         nan         nan
img_172/mask_03.png                  2       688      G4       43.19      0.9904         nan         nan
img_172/mask_04.png                  3        84      G1       45.57      0.9943         nan         nan
img_172/mask_05.png                  4       171      G2       47.38      0.9955         nan         nan
img_172/mask_06.png                  5        54      G1       46.40      0.9946         nan         nan
img_172/mask_07.png                  6      1329      G4       44.84      0.9913         nan         nan
img_172/mask_08.png                  7      3119      G5       40.56      0.9831         nan         nan
img_172/mask_09.png                  8       182      G3       45.39      0.9932         nan         nan
img_172/mask_10.png                  9       180      G2       45.72      0.9936         nan         nan
img_173/mask_01.png                  0       371      G3       41.95      0.9851         nan         nan
img_173/mask_02.png                  1      1338      G5       36.04      0.9673         nan         nan
img_173/mask_03.png                  2       688      G4       38.21      0.9769         nan         nan
img_173/mask_04.png                  3        84      G1       45.86      0.9902         nan         nan
img_173/mask_05.png                  4       171      G2       45.48      0.9920         nan         nan
img_173/mask_06.png                  5        54      G1       44.50      0.9908         nan         nan
img_173/mask_07.png                  6      1329      G4       38.13      0.9820         nan         nan
img_173/mask_08.png                  7      3119      G5       35.59      0.9682         nan         nan
img_173/mask_09.png                  8       182      G3       43.04      0.9882         nan         nan
img_173/mask_10.png                  9       180      G2       42.75      0.9867         nan         nan
img_174/mask_01.png                  0       371      G3       41.03      0.9816         nan         nan
img_174/mask_02.png                  1      1338      G5       34.68      0.9688         nan         nan
img_174/mask_03.png                  2       688      G4       35.15      0.9607         nan         nan
img_174/mask_04.png                  3        84      G1       48.37      0.9908         nan         nan
img_174/mask_05.png                  4       171      G2       47.77      0.9913         nan         nan
img_174/mask_06.png                  5        54      G1       48.14      0.9923         nan         nan
img_174/mask_07.png                  6      1329      G4       42.88      0.9864         nan         nan
img_174/mask_08.png                  7      3119      G5       38.61      0.9723         nan         nan
img_174/mask_09.png                  8       182      G3       46.26      0.9895         nan         nan
img_174/mask_10.png                  9       180      G2       47.17      0.9893         nan         nan
img_175/mask_01.png                  0       371      G3       43.45      0.9888         nan         nan
img_175/mask_02.png                  1      1338      G5       38.29      0.9770         nan         nan
img_175/mask_03.png                  2       688      G4       39.12      0.9819         nan         nan
img_175/mask_04.png                  3        84      G1       43.47      0.9897         nan         nan
img_175/mask_05.png                  4       171      G2       41.69      0.9915         nan         nan
img_175/mask_06.png                  5        54      G1       44.13      0.9918         nan         nan
img_175/mask_07.png                  6      1329      G4       33.08      0.9774         nan         nan
img_175/mask_08.png                  7      3119      G5       30.22      0.9605         nan         nan
img_175/mask_09.png                  8       182      G3       42.98      0.9892         nan         nan
img_175/mask_10.png                  9       180      G2       42.60      0.9882         nan         nan
img_176/mask_01.png                  0       371      G3       43.61      0.9897         nan         nan
img_176/mask_02.png                  1      1338      G5       37.70      0.9764         nan         nan
img_176/mask_03.png                  2       688      G4       37.94      0.9783         nan         nan
img_176/mask_04.png                  3        84      G1       45.98      0.9912         nan         nan
img_176/mask_05.png                  4       171      G2       44.00      0.9925         nan         nan
img_176/mask_06.png                  5        54      G1       45.56      0.9928         nan         nan
img_176/mask_07.png                  6      1329      G4       33.65      0.9795         nan         nan
img_176/mask_08.png                  7      3119      G5       31.19      0.9654         nan         nan
img_176/mask_09.png                  8       182      G3       44.28      0.9907         nan         nan
img_176/mask_10.png                  9       180      G2       44.61      0.9899         nan         nan
img_177/mask_01.png                  0       371      G3       36.30      0.9908         nan         nan
img_177/mask_02.png                  1      1338      G5       32.19      0.9803         nan         nan
img_177/mask_03.png                  2       688      G4       30.11      0.9806         nan         nan
img_177/mask_04.png                  3        84      G1       48.11      0.9944         nan         nan
img_177/mask_05.png                  4       171      G2       49.27      0.9957         nan         nan
img_177/mask_06.png                  5        54      G1       48.42      0.9953         nan         nan
img_177/mask_07.png                  6      1329      G4       42.41      0.9903         nan         nan
img_177/mask_08.png                  7      3119      G5       37.35      0.9789         nan         nan
img_177/mask_09.png                  8       182      G3       46.04      0.9929         nan         nan
img_177/mask_10.png                  9       180      G2       47.31      0.9934         nan         nan
img_178/mask_01.png                  0       371      G3       36.46      0.9883         nan         nan
img_178/mask_02.png                  1      1338      G5       28.00      0.9743         nan         nan
img_178/mask_03.png                  2       688      G4       35.79      0.9855         nan         nan
img_178/mask_04.png                  3        84      G1       45.59      0.9943         nan         nan
img_178/mask_05.png                  4       171      G2       46.09      0.9954         nan         nan
img_178/mask_06.png                  5        54      G1       48.76      0.9947         nan         nan
img_178/mask_07.png                  6      1329      G4       45.26      0.9913         nan         nan
img_178/mask_08.png                  7      3119      G5       40.73      0.9834         nan         nan
img_178/mask_09.png                  8       182      G3       48.12      0.9937         nan         nan
img_178/mask_10.png                  9       180      G2       48.00      0.9941         nan         nan
img_179/mask_01.png                  0       371      G3       37.90      0.9924         nan         nan
img_179/mask_02.png                  1      1338      G5       28.75      0.9774         nan         nan
img_179/mask_03.png                  2       688      G4       39.17      0.9890         nan         nan
img_179/mask_04.png                  3        84      G1       45.39      0.9944         nan         nan
img_179/mask_05.png                  4       171      G2       47.15      0.9958         nan         nan
img_179/mask_06.png                  5        54      G1       47.89      0.9948         nan         nan
img_179/mask_07.png                  6      1329      G4       43.28      0.9912         nan         nan
img_179/mask_08.png                  7      3119      G5       38.76      0.9811         nan         nan
img_179/mask_09.png                  8       182      G3       48.18      0.9939         nan         nan
img_179/mask_10.png                  9       180      G2       47.06      0.9939         nan         nan
img_180/mask_01.png                  0       371      G3       41.94      0.9905         nan         nan
img_180/mask_02.png                  1      1338      G5       35.90      0.9787         nan         nan
img_180/mask_03.png                  2       688      G4       38.42      0.9847         nan         nan
img_180/mask_04.png                  3        84      G1       48.08      0.9942         nan         nan
img_180/mask_05.png                  4       171      G2       49.11      0.9953         nan         nan
img_180/mask_06.png                  5        54      G1       47.67      0.9948         nan         nan
img_180/mask_07.png                  6      1329      G4       33.42      0.9825         nan         nan
img_180/mask_08.png                  7      3119      G5       30.31      0.9691         nan         nan
img_180/mask_09.png                  8       182      G3       45.18      0.9928         nan         nan
img_180/mask_10.png                  9       180      G2       45.58      0.9920         nan         nan
img_181/mask_01.png                  0       371      G3       42.84      0.9910         nan         nan
img_181/mask_02.png                  1      1338      G5       35.97      0.9793         nan         nan
img_181/mask_03.png                  2       688      G4       42.14      0.9871         nan         nan
img_181/mask_04.png                  3        84      G1       47.25      0.9937         nan         nan
img_181/mask_05.png                  4       171      G2       47.15      0.9948         nan         nan
img_181/mask_06.png                  5        54      G1       48.37      0.9947         nan         nan
img_181/mask_07.png                  6      1329      G4       35.20      0.9830         nan         nan
img_181/mask_08.png                  7      3119      G5       31.55      0.9675         nan         nan
img_181/mask_09.png                  8       182      G3       46.27      0.9922         nan         nan
img_181/mask_10.png                  9       180      G2       45.22      0.9918         nan         nan
img_182/mask_01.png                  0       371      G3       40.23      0.9877         nan         nan
img_182/mask_02.png                  1      1338      G5       36.82      0.9744         nan         nan
img_182/mask_03.png                  2       688      G4       39.27      0.9821         nan         nan
img_182/mask_04.png                  3        84      G1       45.76      0.9923         nan         nan
img_182/mask_05.png                  4       171      G2       43.93      0.9932         nan         nan
img_182/mask_06.png                  5        54      G1       45.68      0.9928         nan         nan
img_182/mask_07.png                  6      1329      G4       33.53      0.9799         nan         nan
img_182/mask_08.png                  7      3119      G5       30.29      0.9643         nan         nan
img_182/mask_09.png                  8       182      G3       45.06      0.9913         nan         nan
img_182/mask_10.png                  9       180      G2       44.18      0.9913         nan         nan
img_183/mask_01.png                  0       371      G3       45.97      0.9926         nan         nan
img_183/mask_02.png                  1      1338      G5       38.24      0.9806         nan         nan
img_183/mask_03.png                  2       688      G4       39.90      0.9869         nan         nan
img_183/mask_04.png                  3        84      G1       46.43      0.9933         nan         nan
img_183/mask_05.png                  4       171      G2       49.03      0.9955         nan         nan
img_183/mask_06.png                  5        54      G1       47.31      0.9944         nan         nan
img_183/mask_07.png                  6      1329      G4       35.36      0.9834         nan         nan
img_183/mask_08.png                  7      3119      G5       31.81      0.9705         nan         nan
img_183/mask_09.png                  8       182      G3       46.59      0.9931         nan         nan
img_183/mask_10.png                  9       180      G2       46.11      0.9930         nan         nan
img_184/mask_01.png                  0       371      G3       46.56      0.9939         nan         nan
img_184/mask_02.png                  1      1338      G5       40.19      0.9859         nan         nan
img_184/mask_03.png                  2       688      G4       40.76      0.9889         nan         nan
img_184/mask_04.png                  3        84      G1       47.40      0.9947         nan         nan
img_184/mask_05.png                  4       171      G2       44.75      0.9952         nan         nan
img_184/mask_06.png                  5        54      G1       46.80      0.9954         nan         nan
img_184/mask_07.png                  6      1329      G4       41.13      0.9906         nan         nan
img_184/mask_08.png                  7      3119      G5       35.25      0.9802         nan         nan
img_184/mask_09.png                  8       182      G3       46.13      0.9940         nan         nan
img_184/mask_10.png                  9       180      G2       48.18      0.9943         nan         nan
img_185/mask_01.png                  0       371      G3       45.67      0.9909         nan         nan
img_185/mask_02.png                  1      1338      G5       37.92      0.9770         nan         nan
img_185/mask_03.png                  2       688      G4       41.09      0.9858         nan         nan
img_185/mask_04.png                  3        84      G1       46.61      0.9919         nan         nan
img_185/mask_05.png                  4       171      G2       47.74      0.9935         nan         nan
img_185/mask_06.png                  5        54      G1       47.32      0.9929         nan         nan
img_185/mask_07.png                  6      1329      G4       36.49      0.9824         nan         nan
img_185/mask_08.png                  7      3119      G5       34.97      0.9730         nan         nan
img_185/mask_09.png                  8       182      G3       44.88      0.9902         nan         nan
img_185/mask_10.png                  9       180      G2       46.24      0.9900         nan         nan
img_186/mask_01.png                  0       371      G3       40.42      0.9910         nan         nan
img_186/mask_02.png                  1      1338      G5       34.64      0.9776         nan         nan
img_186/mask_03.png                  2       688      G4       40.45      0.9852         nan         nan
img_186/mask_04.png                  3        84      G1       45.66      0.9941         nan         nan
img_186/mask_05.png                  4       171      G2       46.95      0.9953         nan         nan
img_186/mask_06.png                  5        54      G1       45.35      0.9946         nan         nan
img_186/mask_07.png                  6      1329      G4       33.83      0.9834         nan         nan
img_186/mask_08.png                  7      3119      G5       31.95      0.9694         nan         nan
img_186/mask_09.png                  8       182      G3       46.44      0.9940         nan         nan
img_186/mask_10.png                  9       180      G2       40.85      0.9930         nan         nan
img_187/mask_01.png                  0       371      G3       42.56      0.9926         nan         nan
img_187/mask_02.png                  1      1338      G5       35.93      0.9780         nan         nan
img_187/mask_03.png                  2       688      G4       39.94      0.9858         nan         nan
img_187/mask_04.png                  3        84      G1       46.61      0.9939         nan         nan
img_187/mask_05.png                  4       171      G2       47.65      0.9948         nan         nan
img_187/mask_06.png                  5        54      G1       44.19      0.9941         nan         nan
img_187/mask_07.png                  6      1329      G4       35.18      0.9849         nan         nan
img_187/mask_08.png                  7      3119      G5       33.72      0.9741         nan         nan
img_187/mask_09.png                  8       182      G3       44.52      0.9921         nan         nan
img_187/mask_10.png                  9       180      G2       45.47      0.9926         nan         nan
img_188/mask_01.png                  0       371      G3       39.90      0.9908         nan         nan
img_188/mask_02.png                  1      1338      G5       40.88      0.9824         nan         nan
img_188/mask_03.png                  2       688      G4       40.66      0.9870         nan         nan
img_188/mask_04.png                  3        84      G1       47.63      0.9924         nan         nan
img_188/mask_05.png                  4       171      G2       49.32      0.9941         nan         nan
img_188/mask_06.png                  5        54      G1       47.52      0.9930         nan         nan
img_188/mask_07.png                  6      1329      G4       44.79      0.9893         nan         nan
img_188/mask_08.png                  7      3119      G5       40.95      0.9801         nan         nan
img_188/mask_09.png                  8       182      G3       46.95      0.9917         nan         nan
img_188/mask_10.png                  9       180      G2       47.68      0.9919         nan         nan
img_189/mask_01.png                  0       371      G3       44.38      0.9903         nan         nan
img_189/mask_02.png                  1      1338      G5       38.30      0.9822         nan         nan
img_189/mask_03.png                  2       688      G4       41.82      0.9864         nan         nan
img_189/mask_04.png                  3        84      G1       45.81      0.9926         nan         nan
img_189/mask_05.png                  4       171      G2       46.78      0.9940         nan         nan
img_189/mask_06.png                  5        54      G1       47.23      0.9927         nan         nan
img_189/mask_07.png                  6      1329      G4       44.27      0.9885         nan         nan
img_189/mask_08.png                  7      3119      G5       40.60      0.9790         nan         nan
img_189/mask_09.png                  8       182      G3       43.97      0.9915         nan         nan
img_189/mask_10.png                  9       180      G2       45.44      0.9922         nan         nan
img_190/mask_01.png                  0       371      G3       42.54      0.9913         nan         nan
img_190/mask_02.png                  1      1338      G5       37.54      0.9836         nan         nan
img_190/mask_03.png                  2       688      G4       38.66      0.9858         nan         nan
img_190/mask_04.png                  3        84      G1       45.04      0.9929         nan         nan
img_190/mask_05.png                  4       171      G2       45.90      0.9946         nan         nan
img_190/mask_06.png                  5        54      G1       48.76      0.9940         nan         nan
img_190/mask_07.png                  6      1329      G4       41.08      0.9896         nan         nan
img_190/mask_08.png                  7      3119      G5       40.33      0.9801         nan         nan
img_190/mask_09.png                  8       182      G3       47.47      0.9929         nan         nan
img_190/mask_10.png                  9       180      G2       45.88      0.9927         nan         nan
img_191/mask_01.png                  0       371      G3       44.04      0.9922         nan         nan
img_191/mask_02.png                  1      1338      G5       40.36      0.9847         nan         nan
img_191/mask_03.png                  2       688      G4       34.59      0.9856         nan         nan
img_191/mask_04.png                  3        84      G1       44.29      0.9930         nan         nan
img_191/mask_05.png                  4       171      G2       45.52      0.9947         nan         nan
img_191/mask_06.png                  5        54      G1       43.64      0.9932         nan         nan
img_191/mask_07.png                  6      1329      G4       39.70      0.9879         nan         nan
img_191/mask_08.png                  7      3119      G5       36.92      0.9766         nan         nan
img_191/mask_09.png                  8       182      G3       44.34      0.9922         nan         nan
img_191/mask_10.png                  9       180      G2       44.19      0.9920         nan         nan
img_192/mask_01.png                  0       371      G3       39.73      0.9910         nan         nan
img_192/mask_02.png                  1      1338      G5       41.86      0.9844         nan         nan
img_192/mask_03.png                  2       688      G4       39.07      0.9854         nan         nan
img_192/mask_04.png                  3        84      G1       46.97      0.9932         nan         nan
img_192/mask_05.png                  4       171      G2       45.68      0.9943         nan         nan
img_192/mask_06.png                  5        54      G1       42.84      0.9931         nan         nan
img_192/mask_07.png                  6      1329      G4       44.27      0.9891         nan         nan
img_192/mask_08.png                  7      3119      G5       40.31      0.9791         nan         nan
img_192/mask_09.png                  8       182      G3       46.53      0.9927         nan         nan
img_192/mask_10.png                  9       180      G2       45.63      0.9925         nan         nan
